"Group","Cow","Date","Stim","IFNg"
"Re-vaccinated BCG",6780,2013-06-01,"ESAT",3117.4
"Re-vaccinated BCG",6781,2013-06-01,"ESAT",1696
"Re-vaccinated BCG",6789,2013-06-01,"ESAT",327.1
"Re-vaccinated BCG",6793,2013-06-01,"ESAT",3966.5
"Re-vaccinated BCG",6796,2013-06-01,"ESAT",48.9
"Bio-beads/Emulsigen/Pam",1037,2013-06-01,"ESAT",2050.7
"Bio-beads/Emulsigen/Pam",1038,2013-06-01,"ESAT",3165.8
"Bio-beads/Emulsigen/Pam",1042,2013-06-01,"ESAT",3638.6
"Bio-beads/Emulsigen/Pam",1043,2013-06-01,"ESAT",3454.5
"Bio-beads/Emulsigen/Pam",1048,2013-06-01,"ESAT",720.8
"Bio-beads/Emulsigen/Pam",6744,2013-06-01,"ESAT",2309.8
"Bio-beads/Emulsigen/Pam",6753,2013-06-01,"ESAT",2027.1
"Bio-beads/Emulsigen/Pam",6757,2013-06-01,"ESAT",146.5
"Bio-beads/Emulsigen/Pam",6760,2013-06-01,"ESAT",2919.4
"Bio-beads/Emulsigen/Pam",6764,2013-06-01,"ESAT",1759.1
"Bio-beads/Emulsigen/Pam",6768,2013-06-01,"ESAT",251.2
"Bio-beads/Emulsigen/Pam",6773,2013-06-01,"ESAT",2542.1
"Bio-beads/Emulsigen/Pam",6783,2013-06-01,"ESAT",3630.6
"Bio-beads/Emulsigen/Pam",6787,2013-06-01,"ESAT",160.2
"Bio-beads/Emulsigen/Pam",6795,2013-06-01,"ESAT",3222.5
"CFP/DDA/Pam",1027,2013-06-01,"ESAT",3582.2
"CFP/DDA/Pam",1040,2013-06-01,"ESAT",1882.6
"CFP/DDA/Pam",1046,2013-06-01,"ESAT",645.1
"CFP/DDA/Pam",1047,2013-06-01,"ESAT",3736.9
"CFP/DDA/Pam",6731,2013-06-01,"ESAT",2795.1
"CFP/DDA/Pam",6748,2013-06-01,"ESAT",3056.3
"CFP/DDA/Pam",6754,2013-06-01,"ESAT",3521.1
"CFP/DDA/Pam",6756,2013-06-01,"ESAT",387.5
"CFP/DDA/Pam",6761,2013-06-01,"ESAT",1883.9
"CFP/DDA/Pam",6769,2013-06-01,"ESAT",2703.4
"CFP/DDA/Pam",6770,2013-06-01,"ESAT",508.4
"CFP/DDA/Pam",6775,2013-06-01,"ESAT",2653.7
"CFP/DDA/Pam",6786,2013-06-01,"ESAT",3712.5
"CFP/DDA/Pam",6791,2013-06-01,"ESAT",1171.6
"CFP/DDA/Pam",6794,2013-06-01,"ESAT",3573.4
"CFP/DDA/Pam",6797,2013-06-01,"ESAT",597.7
"Non-vaccinated",1030,2013-07-01,"ESAT",2273.8
"Non-vaccinated",1032,2013-07-01,"ESAT",1098.7
"Non-vaccinated",1045,2013-07-01,"ESAT",407.8
"Non-vaccinated",1050,2013-07-01,"ESAT",146.1
"Non-vaccinated",6745,2013-07-01,"ESAT",2018.5
"Non-vaccinated",6749,2013-07-01,"ESAT",2400.3
"Non-vaccinated",6751,2013-07-01,"ESAT",1547
"Non-vaccinated",6755,2013-07-01,"ESAT",1863.8
"Non-vaccinated",6765,2013-07-01,"ESAT",285.1
"Non-vaccinated",6772,2013-07-01,"ESAT",1774
"Non-vaccinated",6776,2013-07-01,"ESAT",130.7
"Non-vaccinated",6777,2013-07-01,"ESAT",1739.9
"Non-vaccinated",6779,2013-07-01,"ESAT",914.3
"Non-vaccinated",6785,2013-07-01,"ESAT",891
"Non-vaccinated",6790,2013-07-01,"ESAT",2220.9
"Non-vaccinated",6798,2013-07-01,"ESAT",2425
"Non-vaccinated",6799,2013-07-01,"ESAT",2304
"BCG once only",1029,2013-07-01,"ESAT",657.7
"BCG once only",1034,2013-07-01,"ESAT",694.5
"BCG once only",1035,2013-07-01,"ESAT",1936.4
"BCG once only",1036,2013-07-01,"ESAT",688.5
"BCG once only",1039,2013-07-01,"ESAT",2360.9
"BCG once only",1049,2013-07-01,"ESAT",1654.2
"BCG once only",6743,2013-07-01,"ESAT",1873
"BCG once only",6752,2013-07-01,"ESAT",2359.8
"BCG once only",6758,2013-07-01,"ESAT",1644
"BCG once only",6759,2013-07-01,"ESAT",2603.9
"BCG once only",6767,2013-07-01,"ESAT",2245.2
"BCG once only",6771,2013-07-01,"ESAT",1373.2
"BCG once only",6778,2013-07-01,"ESAT",280.5
"BCG once only",6784,2013-07-01,"ESAT",117.1
"BCG once only",6788,2013-07-01,"ESAT",2308.3
"BCG once only",6800,2013-07-01,"ESAT",1293.5
"Re-vaccinated BCG",1026,2013-07-01,"ESAT",1771.5
"Re-vaccinated BCG",1028,2013-07-01,"ESAT",1372.9
"Re-vaccinated BCG",1041,2013-07-01,"ESAT",1930
"Re-vaccinated BCG",1044,2013-07-01,"ESAT",2232.5
"Re-vaccinated BCG",6746,2013-07-01,"ESAT",1472.7
"Re-vaccinated BCG",6747,2013-07-01,"ESAT",923.7
"Re-vaccinated BCG",6750,2013-07-01,"ESAT",1546.7
"Re-vaccinated BCG",6762,2013-07-01,"ESAT",571.8
"Re-vaccinated BCG",6766,2013-07-01,"ESAT",579.9
"Re-vaccinated BCG",6774,2013-07-01,"ESAT",2504.9
"Re-vaccinated BCG",6780,2013-07-01,"ESAT",2055.2
"Re-vaccinated BCG",6781,2013-07-01,"ESAT",2015.9
"Re-vaccinated BCG",6789,2013-07-01,"ESAT",419.9
"Re-vaccinated BCG",6793,2013-07-01,"ESAT",1700.7
"Re-vaccinated BCG",6796,2013-07-01,"ESAT",889
"Bio-beads/Emulsigen/Pam",1037,2013-07-01,"ESAT",1511.3
"Bio-beads/Emulsigen/Pam",1038,2013-07-01,"ESAT",1886.5
"Bio-beads/Emulsigen/Pam",1042,2013-07-01,"ESAT",1840.5
"Bio-beads/Emulsigen/Pam",1043,2013-07-01,"ESAT",2392.2
"Bio-beads/Emulsigen/Pam",1048,2013-07-01,"ESAT",467.6
"Bio-beads/Emulsigen/Pam",6744,2013-07-01,"ESAT",1172.6
"Bio-beads/Emulsigen/Pam",6753,2013-07-01,"ESAT",1136.5
"Bio-beads/Emulsigen/Pam",6757,2013-07-01,"ESAT",195.6
"Bio-beads/Emulsigen/Pam",6760,2013-07-01,"ESAT",1699.7
"Bio-beads/Emulsigen/Pam",6764,2013-07-01,"ESAT",1023.8
"Bio-beads/Emulsigen/Pam",6768,2013-07-01,"ESAT",213.8
"Bio-beads/Emulsigen/Pam",6773,2013-07-01,"ESAT",2036.8
"Bio-beads/Emulsigen/Pam",6783,2013-07-01,"ESAT",2162.3
"Bio-beads/Emulsigen/Pam",6787,2013-07-01,"ESAT",497.8
"Bio-beads/Emulsigen/Pam",6795,2013-07-01,"ESAT",1974
"CFP/DDA/Pam",1027,2013-07-01,"ESAT",2411
"CFP/DDA/Pam",1040,2013-07-01,"ESAT",2157.5
"CFP/DDA/Pam",1046,2013-07-01,"ESAT",1035.5
"CFP/DDA/Pam",1047,2013-07-01,"ESAT",2099.8
"CFP/DDA/Pam",6731,2013-07-01,"ESAT",1764.1
"CFP/DDA/Pam",6748,2013-07-01,"ESAT",2142.3
"CFP/DDA/Pam",6754,2013-07-01,"ESAT",930.8
"CFP/DDA/Pam",6756,2013-07-01,"ESAT",125.4
"CFP/DDA/Pam",6761,2013-07-01,"ESAT",2256.6
"CFP/DDA/Pam",6769,2013-07-01,"ESAT",1344.3
"CFP/DDA/Pam",6770,2013-07-01,"ESAT",1251.3
"CFP/DDA/Pam",6775,2013-07-01,"ESAT",2186.4
"CFP/DDA/Pam",6786,2013-07-01,"ESAT",1877.6
"CFP/DDA/Pam",6791,2013-07-01,"ESAT",1478.8
"CFP/DDA/Pam",6794,2013-07-01,"ESAT",2157.4
"CFP/DDA/Pam",6797,2013-07-01,"ESAT",478.7
"Non-vaccinated",1030,2012-10-01,"Vehicle",0
"Non-vaccinated",1032,2012-10-01,"Vehicle",1.2
"Non-vaccinated",1045,2012-10-01,"Vehicle",0
"Non-vaccinated",1050,2012-10-01,"Vehicle",0
"Non-vaccinated",6745,2012-10-01,"Vehicle",0
"Non-vaccinated",6749,2012-10-01,"Vehicle",0
"Non-vaccinated",6751,2012-10-01,"Vehicle",7.8
"Non-vaccinated",6755,2012-10-01,"Vehicle",0
"Non-vaccinated",6765,2012-10-01,"Vehicle",0
"Non-vaccinated",6772,2012-10-01,"Vehicle",38.8
"Non-vaccinated",6776,2012-10-01,"Vehicle",0
"Non-vaccinated",6777,2012-10-01,"Vehicle",0
"Non-vaccinated",6779,2012-10-01,"Vehicle",6.1
"Non-vaccinated",6785,2012-10-01,"Vehicle",0
"Non-vaccinated",6790,2012-10-01,"Vehicle",0
"Non-vaccinated",6798,2012-10-01,"Vehicle",5.4
"Non-vaccinated",6799,2012-10-01,"Vehicle",9.5
"BCG once only",1029,2012-10-01,"Vehicle",0
"BCG once only",1034,2012-10-01,"Vehicle",22.7
"BCG once only",1035,2012-10-01,"Vehicle",11.7
"BCG once only",1036,2012-10-01,"Vehicle",0
"BCG once only",1039,2012-10-01,"Vehicle",0
"BCG once only",1049,2012-10-01,"Vehicle",0
"BCG once only",6743,2012-10-01,"Vehicle",0
"BCG once only",6752,2012-10-01,"Vehicle",0
"BCG once only",6758,2012-10-01,"Vehicle",0
"BCG once only",6759,2012-10-01,"Vehicle",2
"BCG once only",6767,2012-10-01,"Vehicle",57.2
"BCG once only",6771,2012-10-01,"Vehicle",773.1
"BCG once only",6778,2012-10-01,"Vehicle",0
"BCG once only",6784,2012-10-01,"Vehicle",0
"BCG once only",6788,2012-10-01,"Vehicle",0
"BCG once only",6800,2012-10-01,"Vehicle",11.7
"Re-vaccinated BCG",1026,2012-10-01,"Vehicle",0
"Re-vaccinated BCG",1028,2012-10-01,"Vehicle",0
"Re-vaccinated BCG",1041,2012-10-01,"Vehicle",26.5
"Re-vaccinated BCG",1044,2012-10-01,"Vehicle",0
"Re-vaccinated BCG",6746,2012-10-01,"Vehicle",0
"Re-vaccinated BCG",6747,2012-10-01,"Vehicle",0
"Re-vaccinated BCG",6750,2012-10-01,"Vehicle",88.8
"Re-vaccinated BCG",6762,2012-10-01,"Vehicle",0
"Re-vaccinated BCG",6766,2012-10-01,"Vehicle",0
"Re-vaccinated BCG",6774,2012-10-01,"Vehicle",0
"Re-vaccinated BCG",6780,2012-10-01,"Vehicle",1
"Re-vaccinated BCG",6781,2012-10-01,"Vehicle",0
"Re-vaccinated BCG",6789,2012-10-01,"Vehicle",0
"Re-vaccinated BCG",6793,2012-10-01,"Vehicle",0
"Re-vaccinated BCG",6796,2012-10-01,"Vehicle",44.4
"Bio-beads/Emulsigen/Pam",1037,2012-10-01,"Vehicle",0
"Bio-beads/Emulsigen/Pam",1038,2012-10-01,"Vehicle",0
"Bio-beads/Emulsigen/Pam",1042,2012-10-01,"Vehicle",0
"Bio-beads/Emulsigen/Pam",1043,2012-10-01,"Vehicle",0
"Bio-beads/Emulsigen/Pam",1048,2012-10-01,"Vehicle",0
"Bio-beads/Emulsigen/Pam",6744,2012-10-01,"Vehicle",27.5
"Bio-beads/Emulsigen/Pam",6753,2012-10-01,"Vehicle",0
"Bio-beads/Emulsigen/Pam",6757,2012-10-01,"Vehicle",8
"Bio-beads/Emulsigen/Pam",6760,2012-10-01,"Vehicle",0
"Bio-beads/Emulsigen/Pam",6764,2012-10-01,"Vehicle",0
"Bio-beads/Emulsigen/Pam",6768,2012-10-01,"Vehicle",29.8
"Bio-beads/Emulsigen/Pam",6773,2012-10-01,"Vehicle",6.6
"Bio-beads/Emulsigen/Pam",6783,2012-10-01,"Vehicle",0
"Bio-beads/Emulsigen/Pam",6787,2012-10-01,"Vehicle",0
"Bio-beads/Emulsigen/Pam",6795,2012-10-01,"Vehicle",0
"CFP/DDA/Pam",1027,2012-10-01,"Vehicle",0
"CFP/DDA/Pam",1040,2012-10-01,"Vehicle",0
"CFP/DDA/Pam",1046,2012-10-01,"Vehicle",12.9
"CFP/DDA/Pam",1047,2012-10-01,"Vehicle",0
"CFP/DDA/Pam",6731,2012-10-01,"Vehicle",0.9
"CFP/DDA/Pam",6748,2012-10-01,"Vehicle",27.9
"CFP/DDA/Pam",6754,2012-10-01,"Vehicle",0
"CFP/DDA/Pam",6756,2012-10-01,"Vehicle",29.3
"CFP/DDA/Pam",6761,2012-10-01,"Vehicle",0
"CFP/DDA/Pam",6769,2012-10-01,"Vehicle",0
"CFP/DDA/Pam",6770,2012-10-01,"Vehicle",76.7
"CFP/DDA/Pam",6775,2012-10-01,"Vehicle",0
"CFP/DDA/Pam",6786,2012-10-01,"Vehicle",0
"CFP/DDA/Pam",6791,2012-10-01,"Vehicle",2
"CFP/DDA/Pam",6794,2012-10-01,"Vehicle",2
"CFP/DDA/Pam",6797,2012-10-01,"Vehicle",7.7
"Non-vaccinated",1030,2012-11-01,"Vehicle",10.1
"Non-vaccinated",1032,2012-11-01,"Vehicle",7.5
"Non-vaccinated",1045,2012-11-01,"Vehicle",15.8
"Non-vaccinated",1050,2012-11-01,"Vehicle",6.7
"Non-vaccinated",6745,2012-11-01,"Vehicle",56.1
"Non-vaccinated",6749,2012-11-01,"Vehicle",10.1
"Non-vaccinated",6751,2012-11-01,"Vehicle",101.6
"Non-vaccinated",6755,2012-11-01,"Vehicle",10.6
"Non-vaccinated",6765,2012-11-01,"Vehicle",13.2
"Non-vaccinated",6772,2012-11-01,"Vehicle",272.7
"Non-vaccinated",6776,2012-11-01,"Vehicle",8.3
"Non-vaccinated",6777,2012-11-01,"Vehicle",73.4
"Non-vaccinated",6779,2012-11-01,"Vehicle",7.8
"Non-vaccinated",6785,2012-11-01,"Vehicle",5.9
"Non-vaccinated",6790,2012-11-01,"Vehicle",15.5
"Non-vaccinated",6798,2012-11-01,"Vehicle",2.5
"Non-vaccinated",6799,2012-11-01,"Vehicle",14.5
"BCG once only",1029,2012-11-01,"Vehicle",6.5
"BCG once only",1034,2012-11-01,"Vehicle",8.3
"BCG once only",1035,2012-11-01,"Vehicle",6
"BCG once only",1036,2012-11-01,"Vehicle",6.4
"BCG once only",1039,2012-11-01,"Vehicle",6.1
"BCG once only",1049,2012-11-01,"Vehicle",8.4
"BCG once only",6743,2012-11-01,"Vehicle",14.8
"BCG once only",6752,2012-11-01,"Vehicle",7.9
"BCG once only",6758,2012-11-01,"Vehicle",12.9
"BCG once only",6759,2012-11-01,"Vehicle",9.1
"BCG once only",6767,2012-11-01,"Vehicle",32.2
"BCG once only",6771,2012-11-01,"Vehicle",10.7
"BCG once only",6778,2012-11-01,"Vehicle",20
"BCG once only",6784,2012-11-01,"Vehicle",4.1
"BCG once only",6788,2012-11-01,"Vehicle",17.9
"BCG once only",6800,2012-11-01,"Vehicle",11.8
"Re-vaccinated BCG",1026,2012-11-01,"Vehicle",3.5
"Re-vaccinated BCG",1028,2012-11-01,"Vehicle",5
"Re-vaccinated BCG",1041,2012-11-01,"Vehicle",2.4
"Re-vaccinated BCG",1044,2012-11-01,"Vehicle",15.8
"Re-vaccinated BCG",6746,2012-11-01,"Vehicle",5
"Re-vaccinated BCG",6747,2012-11-01,"Vehicle",17.2
"Re-vaccinated BCG",6750,2012-11-01,"Vehicle",6.2
"Re-vaccinated BCG",6762,2012-11-01,"Vehicle",11.4
"Re-vaccinated BCG",6766,2012-11-01,"Vehicle",22.2
"Re-vaccinated BCG",6774,2012-11-01,"Vehicle",59.2
"Re-vaccinated BCG",6780,2012-11-01,"Vehicle",11.7
"Re-vaccinated BCG",6781,2012-11-01,"Vehicle",15.8
"Re-vaccinated BCG",6789,2012-11-01,"Vehicle",286.3
"Re-vaccinated BCG",6793,2012-11-01,"Vehicle",66.5
"Re-vaccinated BCG",6796,2012-11-01,"Vehicle",11.9
"Bio-beads/Emulsigen/Pam",1037,2012-11-01,"Vehicle",3.4
"Bio-beads/Emulsigen/Pam",1038,2012-11-01,"Vehicle",3.9
"Bio-beads/Emulsigen/Pam",1042,2012-11-01,"Vehicle",17.5
"Bio-beads/Emulsigen/Pam",1043,2012-11-01,"Vehicle",14.7
"Bio-beads/Emulsigen/Pam",1048,2012-11-01,"Vehicle",7.6
"Bio-beads/Emulsigen/Pam",6744,2012-11-01,"Vehicle",19.7
"Bio-beads/Emulsigen/Pam",6753,2012-11-01,"Vehicle",10.9
"Bio-beads/Emulsigen/Pam",6757,2012-11-01,"Vehicle",43.7
"Bio-beads/Emulsigen/Pam",6760,2012-11-01,"Vehicle",6.1
"Bio-beads/Emulsigen/Pam",6764,2012-11-01,"Vehicle",11.5
"Bio-beads/Emulsigen/Pam",6768,2012-11-01,"Vehicle",13.7
"Bio-beads/Emulsigen/Pam",6773,2012-11-01,"Vehicle",415.5
"Bio-beads/Emulsigen/Pam",6783,2012-11-01,"Vehicle",10.5
"Bio-beads/Emulsigen/Pam",6787,2012-11-01,"Vehicle",11.3
"Bio-beads/Emulsigen/Pam",6795,2012-11-01,"Vehicle",7.8
"CFP/DDA/Pam",1027,2012-11-01,"Vehicle",9.2
"CFP/DDA/Pam",1040,2012-11-01,"Vehicle",3
"CFP/DDA/Pam",1046,2012-11-01,"Vehicle",4.1
"CFP/DDA/Pam",1047,2012-11-01,"Vehicle",23.5
"CFP/DDA/Pam",6731,2012-11-01,"Vehicle",4.1
"CFP/DDA/Pam",6748,2012-11-01,"Vehicle",9.7
"CFP/DDA/Pam",6754,2012-11-01,"Vehicle",4.1
"CFP/DDA/Pam",6756,2012-11-01,"Vehicle",5.3
"CFP/DDA/Pam",6761,2012-11-01,"Vehicle",3.8
"CFP/DDA/Pam",6769,2012-11-01,"Vehicle",216.8
"CFP/DDA/Pam",6770,2012-11-01,"Vehicle",113.7
"CFP/DDA/Pam",6775,2012-11-01,"Vehicle",286.8
"CFP/DDA/Pam",6786,2012-11-01,"Vehicle",3.5
"CFP/DDA/Pam",6791,2012-11-01,"Vehicle",5.8
"CFP/DDA/Pam",6794,2012-11-01,"Vehicle",9.4
"CFP/DDA/Pam",6797,2012-11-01,"Vehicle",4.6
"Non-vaccinated",1030,2012-12-01,"Vehicle",1.7
"Non-vaccinated",1032,2012-12-01,"Vehicle",0.6
"Non-vaccinated",1045,2012-12-01,"Vehicle",3.6
"Non-vaccinated",1050,2012-12-01,"Vehicle",0
"Non-vaccinated",6745,2012-12-01,"Vehicle",47.2
"Non-vaccinated",6749,2012-12-01,"Vehicle",0.5
"Non-vaccinated",6751,2012-12-01,"Vehicle",15.5
"Non-vaccinated",6755,2012-12-01,"Vehicle",0.2
"Non-vaccinated",6765,2012-12-01,"Vehicle",0
"Non-vaccinated",6772,2012-12-01,"Vehicle",87.5
"Non-vaccinated",6776,2012-12-01,"Vehicle",0
"Non-vaccinated",6777,2012-12-01,"Vehicle",17.8
"Non-vaccinated",6779,2012-12-01,"Vehicle",0
"Non-vaccinated",6785,2012-12-01,"Vehicle",0
"Non-vaccinated",6790,2012-12-01,"Vehicle",1.6
"Non-vaccinated",6798,2012-12-01,"Vehicle",0.3
"Non-vaccinated",6799,2012-12-01,"Vehicle",0.3
"BCG once only",1029,2012-12-01,"Vehicle",0.6
"BCG once only",1034,2012-12-01,"Vehicle",0.4
"BCG once only",1035,2012-12-01,"Vehicle",3.2
"BCG once only",1036,2012-12-01,"Vehicle",1.6
"BCG once only",1039,2012-12-01,"Vehicle",3.2
"BCG once only",1049,2012-12-01,"Vehicle",0.2
"BCG once only",6743,2012-12-01,"Vehicle",29.9
"BCG once only",6752,2012-12-01,"Vehicle",1.2
"BCG once only",6758,2012-12-01,"Vehicle",0.3
"BCG once only",6759,2012-12-01,"Vehicle",3.1
"BCG once only",6767,2012-12-01,"Vehicle",4.3
"BCG once only",6771,2012-12-01,"Vehicle",0
"BCG once only",6778,2012-12-01,"Vehicle",12.9
"BCG once only",6784,2012-12-01,"Vehicle",1
"BCG once only",6788,2012-12-01,"Vehicle",4.8
"BCG once only",6800,2012-12-01,"Vehicle",2
"Re-vaccinated BCG",1026,2012-12-01,"Vehicle",3.3
"Re-vaccinated BCG",1028,2012-12-01,"Vehicle",2
"Re-vaccinated BCG",1041,2012-12-01,"Vehicle",1.1
"Re-vaccinated BCG",1044,2012-12-01,"Vehicle",8.9
"Re-vaccinated BCG",6746,2012-12-01,"Vehicle",1.6
"Re-vaccinated BCG",6747,2012-12-01,"Vehicle",0
"Re-vaccinated BCG",6750,2012-12-01,"Vehicle",2
"Re-vaccinated BCG",6762,2012-12-01,"Vehicle",0.7
"Re-vaccinated BCG",6766,2012-12-01,"Vehicle",0
"Re-vaccinated BCG",6774,2012-12-01,"Vehicle",23
"Re-vaccinated BCG",6780,2012-12-01,"Vehicle",4.6
"Re-vaccinated BCG",6781,2012-12-01,"Vehicle",6.3
"Re-vaccinated BCG",6789,2012-12-01,"Vehicle",61.3
"Re-vaccinated BCG",6793,2012-12-01,"Vehicle",22.1
"Re-vaccinated BCG",6796,2012-12-01,"Vehicle",1.6
"Bio-beads/Emulsigen/Pam",1037,2012-12-01,"Vehicle",0.5
"Bio-beads/Emulsigen/Pam",1038,2012-12-01,"Vehicle",0
"Bio-beads/Emulsigen/Pam",1042,2012-12-01,"Vehicle",1.3
"Bio-beads/Emulsigen/Pam",1043,2012-12-01,"Vehicle",3.1
"Bio-beads/Emulsigen/Pam",1048,2012-12-01,"Vehicle",1.3
"Bio-beads/Emulsigen/Pam",6744,2012-12-01,"Vehicle",0
"Bio-beads/Emulsigen/Pam",6753,2012-12-01,"Vehicle",1.1
"Bio-beads/Emulsigen/Pam",6757,2012-12-01,"Vehicle",42.5
"Bio-beads/Emulsigen/Pam",6760,2012-12-01,"Vehicle",0.5
"Bio-beads/Emulsigen/Pam",6764,2012-12-01,"Vehicle",0
"Bio-beads/Emulsigen/Pam",6768,2012-12-01,"Vehicle",2.2
"Bio-beads/Emulsigen/Pam",6773,2012-12-01,"Vehicle",362.2
"Bio-beads/Emulsigen/Pam",6783,2012-12-01,"Vehicle",3.1
"Bio-beads/Emulsigen/Pam",6787,2012-12-01,"Vehicle",0.8
"Bio-beads/Emulsigen/Pam",6795,2012-12-01,"Vehicle",0.9
"CFP/DDA/Pam",1027,2012-12-01,"Vehicle",6
"CFP/DDA/Pam",1040,2012-12-01,"Vehicle",0.8
"CFP/DDA/Pam",1046,2012-12-01,"Vehicle",0
"CFP/DDA/Pam",1047,2012-12-01,"Vehicle",3.8
"CFP/DDA/Pam",6731,2012-12-01,"Vehicle",1.3
"CFP/DDA/Pam",6748,2012-12-01,"Vehicle",1
"CFP/DDA/Pam",6754,2012-12-01,"Vehicle",0
"CFP/DDA/Pam",6756,2012-12-01,"Vehicle",0.2
"CFP/DDA/Pam",6761,2012-12-01,"Vehicle",0.6
"CFP/DDA/Pam",6769,2012-12-01,"Vehicle",289.7
"CFP/DDA/Pam",6770,2012-12-01,"Vehicle",34.9
"CFP/DDA/Pam",6775,2012-12-01,"Vehicle",86.2
"CFP/DDA/Pam",6786,2012-12-01,"Vehicle",0.2
"CFP/DDA/Pam",6791,2012-12-01,"Vehicle",0
"CFP/DDA/Pam",6794,2012-12-01,"Vehicle",2.2
"CFP/DDA/Pam",6797,2012-12-01,"Vehicle",1
"Non-vaccinated",1030,2013-04-01,"Vehicle",2.3
"Non-vaccinated",1032,2013-04-01,"Vehicle",28.6
"Non-vaccinated",1045,2013-04-01,"Vehicle",6.3
"Non-vaccinated",1050,2013-04-01,"Vehicle",3.3
"Non-vaccinated",6745,2013-04-01,"Vehicle",110.5
"Non-vaccinated",6749,2013-04-01,"Vehicle",8.1
"Non-vaccinated",6751,2013-04-01,"Vehicle",204.5
"Non-vaccinated",6755,2013-04-01,"Vehicle",5.1
"Non-vaccinated",6765,2013-04-01,"Vehicle",1.5
"Non-vaccinated",6772,2013-04-01,"Vehicle",56.4
"Non-vaccinated",6776,2013-04-01,"Vehicle",2.5
"Non-vaccinated",6777,2013-04-01,"Vehicle",4.9
"Non-vaccinated",6779,2013-04-01,"Vehicle",2.9
"Non-vaccinated",6785,2013-04-01,"Vehicle",2.5
"Non-vaccinated",6790,2013-04-01,"Vehicle",7.5
"Non-vaccinated",6798,2013-04-01,"Vehicle",2.1
"Non-vaccinated",6799,2013-04-01,"Vehicle",5.6
"BCG once only",1029,2013-04-01,"Vehicle",4.7
"BCG once only",1034,2013-04-01,"Vehicle",4.1
"BCG once only",1035,2013-04-01,"Vehicle",3.6
"BCG once only",1036,2013-04-01,"Vehicle",5.2
"BCG once only",1039,2013-04-01,"Vehicle",22.4
"BCG once only",1049,2013-04-01,"Vehicle",3.2
"BCG once only",6743,2013-04-01,"Vehicle",15.8
"BCG once only",6752,2013-04-01,"Vehicle",3.8
"BCG once only",6758,2013-04-01,"Vehicle",7
"BCG once only",6759,2013-04-01,"Vehicle",5.5
"BCG once only",6767,2013-04-01,"Vehicle",8.4
"BCG once only",6771,2013-04-01,"Vehicle",6.1
"BCG once only",6778,2013-04-01,"Vehicle",22.1
"BCG once only",6784,2013-04-01,"Vehicle",3.1
"BCG once only",6788,2013-04-01,"Vehicle",15.1
"BCG once only",6800,2013-04-01,"Vehicle",2.8
"Re-vaccinated BCG",1026,2013-04-01,"Vehicle",3.7
"Re-vaccinated BCG",1028,2013-04-01,"Vehicle",2.8
"Re-vaccinated BCG",1041,2013-04-01,"Vehicle",2.3
"Re-vaccinated BCG",1044,2013-04-01,"Vehicle",4.6
"Re-vaccinated BCG",6746,2013-04-01,"Vehicle",2.2
"Re-vaccinated BCG",6747,2013-04-01,"Vehicle",5.4
"Re-vaccinated BCG",6750,2013-04-01,"Vehicle",2.8
"Re-vaccinated BCG",6762,2013-04-01,"Vehicle",1.9
"Re-vaccinated BCG",6766,2013-04-01,"Vehicle",2.5
"Re-vaccinated BCG",6774,2013-04-01,"Vehicle",19.1
"Re-vaccinated BCG",6780,2013-04-01,"Vehicle",3
"Re-vaccinated BCG",6781,2013-04-01,"Vehicle",9.5
"Re-vaccinated BCG",6789,2013-04-01,"Vehicle",32.3
"Re-vaccinated BCG",6793,2013-04-01,"Vehicle",5.7
"Re-vaccinated BCG",6796,2013-04-01,"Vehicle",6.4
"Bio-beads/Emulsigen/Pam",1037,2013-04-01,"Vehicle",2.2
"Bio-beads/Emulsigen/Pam",1038,2013-04-01,"Vehicle",2.3
"Bio-beads/Emulsigen/Pam",1042,2013-04-01,"Vehicle",10.6
"Bio-beads/Emulsigen/Pam",1043,2013-04-01,"Vehicle",4.6
"Bio-beads/Emulsigen/Pam",1048,2013-04-01,"Vehicle",3.4
"Bio-beads/Emulsigen/Pam",6744,2013-04-01,"Vehicle",6.1
"Bio-beads/Emulsigen/Pam",6753,2013-04-01,"Vehicle",3.2
"Bio-beads/Emulsigen/Pam",6757,2013-04-01,"Vehicle",37.1
"Bio-beads/Emulsigen/Pam",6760,2013-04-01,"Vehicle",4.9
"Bio-beads/Emulsigen/Pam",6764,2013-04-01,"Vehicle",3.1
"Bio-beads/Emulsigen/Pam",6768,2013-04-01,"Vehicle",3
"Bio-beads/Emulsigen/Pam",6773,2013-04-01,"Vehicle",558.3
"Bio-beads/Emulsigen/Pam",6783,2013-04-01,"Vehicle",2.1
"Bio-beads/Emulsigen/Pam",6787,2013-04-01,"Vehicle",5.4
"Bio-beads/Emulsigen/Pam",6795,2013-04-01,"Vehicle",4.2
"CFP/DDA/Pam",1027,2013-04-01,"Vehicle",3.3
"CFP/DDA/Pam",1040,2013-04-01,"Vehicle",3.1
"CFP/DDA/Pam",1046,2013-04-01,"Vehicle",1.9
"CFP/DDA/Pam",1047,2013-04-01,"Vehicle",8.7
"CFP/DDA/Pam",6731,2013-04-01,"Vehicle",3.4
"CFP/DDA/Pam",6748,2013-04-01,"Vehicle",2.3
"CFP/DDA/Pam",6754,2013-04-01,"Vehicle",2.4
"CFP/DDA/Pam",6756,2013-04-01,"Vehicle",4.5
